symbol,short_name,change,regular_market_price,fifty_two_week_high,fifty_two_week_low,fifty_day_average,two_hundred_day_average,regular_market_open,regular_market_day_high,regular_market_day_low,regular_market_previous_close,regular_market_volume
PCJEWELLER.NS,PC JEWELLER LIMITE,29.438543247344466,23.25,32.95,12.75,25.990278,26.741959,23,23.45,22.85,22.75,1269338
PETRONET.NS,PETRONET LNG,22.171781369166517,214.3,275.35,207.25,221.12639,233.6916,215,216,213.6,214.25,2313844
PFOCUS.NS,PRIME FOCUS,28.722002635046117,54.1,75.9,34.15,58.620834,59.93042,52.95,54.95,50.95,51.3,29150
PGHL.NS,PROCTER & GAMBLE HEALTH L,27.64466666666667,5426.65,7500,4652,5578.1016,6186.8604,5346.2,5448.5,5310.05,5347.95,4959
PILITA.NS,PIL ITALICA LIFEST,64.58333333333333,6.8,19.2,5.5,8.2277775,12.4,6.65,7.3,6.65,6.8,3704261
RAJMET.NS,Rajnandini Metal Limited,1.0317460317460256,187.05,189,16.4,31.05,31.084267,185,189,185,184.45,8819
RAJVIR.NS,RAJVIR INDUSTRIES,24.285714285714285,7.95,10.5,7,7.75,8.832518,7.6,7.95,7.6,7.95,1545
RBLBANK.NS,RBL BANK LIMITED,35.74553408676632,176.25,274.3,156.1,203.00833,213.01364,178,179.25,175.2,177.7,4868530
RESPONIND.NS,RESPONSIVE INDUSTR,37.05445544554455,127.15,202,91,137.68472,159.14685,127,129.55,126,127.5,10750
RMCL.NS,RADHA MADHAV CORP,52.27272727272727,2.1,4.4,1.9,2.5333333,2.5437062,2.2,2.2,2.05,2.1,70154
ROLLT.NS,ROLLATAINERS LTD,44.00000000000001,2.8,5,1.95,3.0638888,3.103846,2.7,2.85,2.65,2.6,554243
ROML.NS,Raj Oil Mills Limited,57.058996184326375,73.15,170.35,3.75,80.609726,99.972374,69,74.75,65.95,66.75,15550
SANCO.NS,SANCO IND LIMITED,58.83720930232558,8.85,21.5,6.9,9.951389,10.513287,9.1,9.15,8.3,8.75,36348
SATIN.NS,SATIN CREDIT CARE,29.362267493356956,79.75,112.9,51.25,87.7625,87.828674,80.25,81,79.05,80.2,101943
SBICARD.NS,SBI CARDS & PAYMEN,9.53488372093024,1030.85,1139.5,753.05,993.6542,1001.8783,1032,1038.9,1019,1032.6,645278
SHIRPUR-G.NS,SHIRPUR GOLD REFIN,40.56603773584906,6.3,10.6,4.95,6.223611,6.4405594,5.7,6.3,5.7,5.7,158110
SHRENIK.NS,SHRENIK LTD,84.21052631578947,1.65,10.45,1.45,1.9694444,2.3034966,1.45,1.65,1.45,1.5,3077877
SILLYMONKS.NS,Silly Monks Entertain Ltd,36.08903020667726,20.1,31.45,18,21.555555,22.091957,20.3,20.3,19.7,19.55,1714
SIRCA.NS,Sirca Paint India Limited,11.458333333333334,340,384,220.1,334.07083,340.0423,329,344.9,324.9,324.95,152292
SORILINFRA.NS,SORIL INFRA RESOUR,47.72777167947311,119.05,227.75,54,136.38194,145.10175,113.95,121.5,112.45,112.4,65271
SRTRANSFIN.NS,SHRIRAM TRANSPORT,14.6942897162774,1309.4,1534.95,555.55,1378.093,1380.2126,1301.5,1319.5,1287.25,1295,828801
STAMPEDE.NS,STAMPEDE CAPITAL,18.75,0.65,0.8,0.4,0.71944445,0.75,0.75,0.75,0.65,0.65,977163
STAR.NS,STRIDES PHARMA SCI,32.98298298298298,669.5,999,551.1,765.24585,820.0696,677.35,683,665.25,677.15,608126
STINDIA.NS,STI INDIA,24.999999999999993,2.85,3.8,2.85,2.85,2.990909,2.85,2.85,2.85,2.85,125
SURYODAY.NS,Suryoday Small Fin Bk Ltd,36.74708959001182,187.45,296.35,182.45,210.01944,231.5692,183.45,188.7,183.45,183.3,86170
SUVENPHAR.NS,Suven Pharmaceuticals Ltd,8.059322033898297,542.45,590,291.6,495.03333,496.27414,537.7,552.1,530.2,535,322519
SUVIDHAA.NS,Suvidhaa Infoserve Ltd,80.25974025974025,22.8,115.5,19.3,25.26389,34.48073,21.3,23.4,19.3,21.3,330741
SYMPHONY.NS,SYMPHONY LTD,39.75994243851386,920.95,1528.8,820,1015.2278,1116.0934,935,935,915.05,918.85,35683
TATAMOTORS.NS,TATA MOTORS LTD.,15.176715176715177,306,360.75,120.15,311.61526,314.12552,297.3,307.4,297.3,295.45,33640381
TECHNOFAB.NS,TECHNOFAB ENGINEER,51.19047619047618,6.15,12.6,4.85,6.2291665,7.0003495,6.5,6.6,6.15,6.15,3509
TEXINFRA.NS,TEXMACO INFRA & HO,19.524405506883614,64.3,79.9,31.15,64.895836,68.29021,63.9,64.9,62.65,62.1,70208
TVSMOTOR.NS,TVS MOTOR CO,17.117117117117118,552,666,415.05,593.3611,599.04895,561,565.35,551.1,560.85,1066222
TVVISION.NS,TV VISION LTD,17.460317460317455,2.6,3.15,1.15,2.098611,2.1227272,2.6,2.6,2.4,2.5,37780
UJJIVAN.NS,UJJIVAN FIN SERV,31.77359704132497,212.15,310.95,183.3,223.29723,223.33672,213,215.4,209.05,211.05,243397
UJJIVANSFB.NS,Ujjivan Small Financ Bank,41.36771300448431,26.15,44.6,25.1,29.591667,31.298601,25.75,26.3,25.6,25.55,2600688
UNICHEMLAB.NS,UNICHEM LABS,20.2,299.25,375,218.55,322.59027,323.58148,275.35,313.75,275.35,285.5,190246
UTTAMSTL.NS,UTTAM GALVA STEELS,56.22119815668203,4.75,10.85,3.7,4.938889,6.867832,4.6,4.8,4.45,4.6,348239
V2RETAIL.NS,V2 RETAIL LTD,25.436328377504847,115.35,154.7,44.5,123.71111,125.63426,117.95,118.8,113.45,115.85,15647
VAKRANGEE.NS,VAKRANGEE LTD,48.24624194702935,36.15,69.85,24.5,38.244446,48.843357,31.5,36.15,31.5,30.15,16746969
VARROC.NS,VARROC ENGINEERING,32.97393488956349,320.15,477.65,196.2,351.15973,382.36398,317.2,328.65,315.1,317.25,336869
VERTOZ.NS,Vertoz Advertising Ltd,59.08385093167702,131.75,322,116,158.12361,226.75314,131.25,137.25,129.6,131,149730
VIVIDHA.NS,VISAGAR POLYTEX,57.49999999999999,0.85,2,0.3,0.9236111,0.9255245,0.8,0.85,0.75,0.8,2487964
WANBURY.NS,WANBURY LTD,26.447368421052637,83.85,114,31.5,86.994446,89.46119,78.3,83.85,78.3,79.9,10268
WHIRLPOOL.NS,WHIRLPOOL OF INDIA,28.21313240043057,2000.7,2787,1980.1,2193.1348,2256.2385,2032.6,2054.85,1995.3,2028.95,699202
YAARII.NS,YAARII DIG INTEGR SER LTD,45.13491414554374,100.65,183.45,37.8,105.25,115.12867,95.85,100.65,95,95.9,26308
YESBANK.NS,YES BANK,42.409638554216876,11.95,20.75,11.9,13.094444,14.434615,12,12.15,11.9,11.95,75688611
ZICOM.NS,ZICOM ELECTRONIC S,53.6231884057971,1.6,3.45,1.15,1.4708333,1.6178322,1.6,1.6,1.6,1.6,21541
