symbol,short_name,change,regular_market_price,fifty_two_week_high,fifty_two_week_low,fifty_day_average,two_hundred_day_average,regular_market_open,regular_market_day_high,regular_market_day_low,regular_market_previous_close,regular_market_volume
BANDHANBNK.NS,BANDHAN BANK LTD,31.483631297887154,295.1,430.7,251.4,312.15973,322.3986,295.2,296.7,292.4,295.2,2460346
BANKA.NS,Banka BioLoo Limited,17.29323308270677,71.5,86.45,27.9,68.15139,68.75944,73.65,73.7,70.4,70.75,4398
BCP.NS,B.C. Power Controls Ltd,55.17241379310344,3.9,8.7,2.85,3.848611,3.9800699,3.75,3.9,3.75,3.75,98853
BIOCON.NS,BIOCON LTD,23.382880574064586,373.7,487.75,363.25,393.79443,395.9042,373,375.7,371.15,372.65,536796
BIOFILCHEM.NS,BIOFIL CHEMICALS &,80.86211738275766,68.15,356.1,28.4,70.85139,74.58566,67,68.45,67,67,9352
BLISSGVS.NS,BLISS GVS PHARMA,48.21266968325792,114.45,221,91.65,112.486115,125.612236,113.75,116.5,113.4,113.1,293908
BLUESTARCO.NS,BLUE STAR,16.33217284456277,817.1,976.6,513.15,842.2222,845.3619,808,819.65,807.4,807.05,14674
CANDC.NS,C & C CONSTRUCTION,54.83870967741935,3.5,7.75,1.95,4.0430555,4.8646855,3.45,3.7,3.4,3.55,16434
CEATLTD.NS,CEAT LTD,25.91321610890527,1306.15,1763,861,1356.3167,1437.914,1298,1313.95,1286.5,1286.5,67890
CHOLAFIN.NS,CHOLAMANDALAM INV,14.95964722522673,511.05,600.95,210.1,511.06946,527.5472,503,514.3,498.35,501.55,906674
CUB.NS,CITY UNION BANK,23.5,153,200,116.55,159.36528,165.393,152.85,153.35,151.05,152.15,430307
DCBBANK.NS,DCB BANK LIMITED,27.351778656126477,91.9,126.5,74.3,103.03611,104.325874,92.8,92.8,91.1,91.25,573172
DHANI.NS,DHANI SERVICES LIMITED,47.54388180325799,207.7,395.95,155.1,200.42223,231.71573,202.5,208.4,196.6,198.5,1130660
DHFL.NS,DEWAN HOUSING FIN,61.026837806301046,16.7,42.85,12.05,16.7,17.26993,16.7,16.7,16.7,16.7,2454074
DQE.NS,DQ ENTERTAINMENT I,39.39393939393939,1,1.65,0.85,0.9861111,1.0314685,0.95,1,0.9,0.95,103267
ENGINERSIN.NS,ENGINEERS INDIA,21.972132904608788,72.8,93.3,60.4,77.077774,77.725876,73.1,73.4,72.7,72.75,1008775
EROSMEDIA.NS,EROS INTL MEDIA,46.40434192672999,19.75,36.85,17.75,24.98611,25.742657,19,19.8,19,18.9,428179
ESCORTS.NS,ESCORTS,14.60383397459907,1254,1468.45,1077.4,1192.7556,1236.6692,1261.9,1274.2,1251.95,1261.9,654956
EXIDEIND.NS,EXIDE INDUSTRIES,23.141814865481074,168.55,219.3,153.6,179.15,188.62132,169.85,170.8,168.15,169.15,1559825
GANECOS.NS,GANESHA ECOSPHERE,23.3841684822077,527.5,688.5,223,520.00555,552.74023,521.95,530.25,516.95,514,8818
GFLLIMITED.NS,GFL LIMITED,29.22815516765527,68.85,97.28445,62.451668,69.97083,73.11763,68,69.8,68,67.9,52041
GICRE.NS,GENERAL INSURANCE,32.43243243243243,165,244.2,115,185.84584,189.6556,165,166.25,164.5,164.3,222242
GLOBE.NS,Globe Textiles (I) Ltd.,0,12.25,12.25,3.066666,3.3733325,3.3733327,12.25,12.25,12.25,12.85,40887
GOENKA.NS,GOENKA DIAMOND & J,50,1.2,2.4,0.55,1.3041667,1.5045455,1.15,1.2,1.15,1.2,156514
GULFOILLUB.NS,GULF OIL LUBRICANT,26.728028503562943,616.95,842,603.25,664.76807,703.35034,621,630,614.55,613.4,29972
HATHWAY.NS,HATHWAY CABLE & DA,34.24124513618676,25.35,38.55,20.55,26.352777,26.777273,24.85,25.35,24.65,24.65,2159837
HDFC.NS,HOUSING DEVEL FIN,8.180248618784534,2659.1,2896,1623,2515.2166,2542.742,2656.6,2675.25,2646.6,2658.5,850808
HDFCAMC.NS,HDFC ASSET MANAGEM,12.015838518562623,2955.3,3358.9,2070.05,2922.6763,2926.9832,2939,2965,2925.05,2946.25,91363
HDFCBANK.NS,HDFC BANK,8.586227909811097,1500.1,1641,1020.2,1480.4764,1485.7616,1497,1507.6,1489.3,1494.95,2576592
HDFCLIFE.NS,HDFC LIFE INSURANC,10.026809651474524,671.2,746,555.95,680.3472,687.17413,666.5,671.75,665.4,666.65,737659
HEMIPROP.NS,Hemisphere Prop Ind Ltd,30.748265609514373,139.75,201.8,54.4,144.70139,147.53146,135,141.85,135,134.25,588429
HEROMOTOCO.NS,HERO MOTOCORP LTD,23.313263801821417,2783,3629.05,2740,2862.6194,3037.781,2800,2801.25,2775,2781.6,258841
HNDFDS.NS,Hindustan Foods Limited,25.717610550814584,1915,2578,695.75,1975.2208,2026.8846,1900,1980,1870,1887.15,2665
HONAUT.NS,HONEYWELL AUTO IND,19.09191838367674,40445.95,49990,27850,42027.582,43090.17,40700,40790,40315.3,40140.75,645
IDEA.NS,VODAFONE IDEA LTD,52.173913043478265,6.6,13.8,4.55,8.586111,9.539161,6.7,6.75,6.5,6.65,62934857
IDFCFIRSTB.NS,IDFC FIRST BANK,33.69408369408369,45.95,69.3,26.85,52.545834,55.825176,46.65,46.8,45.65,46.9,21083303
IFBIND.NS,IFB INDUSTRIES LTD,38.61201676758267,922.6,1502.9,385.2,1025.3125,1102.3329,954,960.35,917,945.55,30325
INDIAMART.NS,IndiaMART InterMESH Ltd,27.236180904522612,7240,9950,2900,7206.214,7767.333,7200,7267.95,7186.5,7148.9,11715
INDLMETER.NS,IMP POWERS LTD,39.31034482758621,13.2,21.75,11,14.327778,14.972727,12.9,13.3,12.5,12.7,19882
INDUSTOWER.NS,INDUS TOWERS LIMITED,24.022642844507338,214.75,282.65,162.2,229.75833,245.82448,213.2,215.5,212.15,213.1,1079448
ITC.NS,ITC LTD,12.562709030100327,209.15,239.2,163.35,206.3875,209.80978,210.25,214.2,208.7,208.65,20385435
JCHAC.NS,JOHNSON CONTROLS-H,25.68027210884354,2185,2940,2015.3,2257.0806,2405.4094,2178,2204.95,2178,2186,4183
JETAIRWAYS.NS,JET AIRWAYS INDIA,52.913478516774575,80,169.9,23.65,92.066666,96.94266,78,80.15,76,78.55,36281
JUBLPHARMA.NS,JUBILANT PHARMOVA LTD,33.468468468468465,664.65,999,509.54782,707.1472,762.68494,670,674,660.4,666.15,146182
KAPSTON.NS,Kapston Facilities Mgmt L,37.53330795584317,82.05,131.35,73.15,88.69861,94.58776,81.55,88,81.55,84.9,3
KARURVYSYA.NS,KARUR VYSYA BANK,31.293570875290467,44.35,64.55,29.3,49.802776,53.821327,44.25,44.65,44.05,44.05,799081
KELLTONTEC.NS,KELLTON TECH SOLU,42.28260869565217,53.1,92,18.6,61.922222,69.43532,51.1,54.2,51.05,50.95,537376
KGL.NS,KARUTURI GLOBAL,50,0.25,0.5,0.15,0.2,0.23391609,0.15,0.25,0.15,0.2,7473514
KOLTEPATIL.NS,KOLTE-PATIL DEVELO,14.740896358543422,243.5,285.6,151.2,233.43611,235.62657,236.35,250.4,233.5,235.8,1170986
KOTAKBANK.NS,KOTAK MAHINDRA BAN,13.016105417276723,1782.3,2049,1230.6,1727.3195,1792.9077,1775.1,1787.75,1762,1780.6,968760
KSERASERA.NS,KSS LTD,50,0.15,0.3,0.1,0.15,0.16048951,0.2,0.2,0.15,0.15,8023373
KTKBANK.NS,KARNATAKA BANK,20.054200542005418,59,73.8,39.5,61.230556,63.6,58.9,59.25,58.5,58.45,479830
L&TFH.NS,L&T FINANCE HOLDIN,24.73544973544974,85.35,113.4,51.71434,90.869446,93.846855,84.7,85.45,84.15,84.2,2702306
LUMAXIND.NS,LUMAX INDUSTRIES,16.594706739934956,1487.45,1783.4,1188,1512.8389,1548.1755,1483.3,1507.3,1476.15,1475.9,1350
M&M.NS,MAHINDRA &MAHINDRA,17.90347145633107,781.6,952.05,567.5,771.0375,804.01746,781,794.65,780.85,778.7,2234969
M&MFIN.NS,MAHINDRA &MAH FIN,30.940704413731613,154.9,224.3,112.7,155.91806,175.26819,153.6,156.2,152,154,3188009
MARINE.NS,Marine Electrical (I) Ltd,49.61411245865491,45.7,90.7,16,55.461113,59.65874,43.6,47.45,42,42.9,2159521
MASFIN.NS,MAS FINANCIAL SERV,30.773731826979336,769,1110.85,647.35,837.3236,853.83813,766,779.8,766,770.55,15133
MCL.NS,Madhav Copper Limited,64.95689655172413,40.65,116,38,63.2125,83.31468,40,40.75,39.4,38.85,44141
MODIRUBBER.NS,MODI RUBBER,68.75723212219394,67.5,216.05,25.35,72.44861,91.34825,65.8,67.95,65.25,68.1,1079
MRF.NS,MRF LTD,20.41983794109429,78466,98599.95,55300,80693.63,83140.375,78199,78709.95,77605,77603.1,8392
NATNLSTEEL.NS,NATIONAL STEEL & A,25.862068965517242,4.3,5.8,2.2,4.1541667,4.492657,4.3,4.3,4,4.1,23150
NEULANDLAB.NS,NEULAND LABORITIE,40.79243425678526,1684.1,2844.4,785,2035.4778,2095.4595,1620,1684.1,1602.5,1603.95,41514
NITIRAJ.NS,Nitiraj Engineers Ltd,15.277777777777779,51.85,61.2,43.2,43.2,45.515385,52,52,48.1,51.45,562
NXTDIGITAL.NS,NXTDIGITAL LIMITED,33.51959161147902,481.85,724.8,450,482.60416,490.74335,464.25,481.85,464.25,467.9,2537
OISL.NS,OCL IRON & STEEL L,54.878048780487795,1.85,4.1,1.85,1.9041667,2.3,1.85,1.9,1.85,1.85,26878
ORCHPHARMA.NS,Orchid Pharma Limited,83.34746161815956,442,2654.25,5.45,641.2486,1155.3668,427,443,417.5,423.75,4107
ORIENTLTD.NS,ORIENT PRESS LTD,38.405207485760776,75.7,122.9,62.25,81.191666,83.982864,77.7,77.7,74.4,74.55,2308
ORTEL.NS,ORTEL COMMUNICATIO,33.333333333333336,1,1.5,0.7,1.0833334,1.0867133,1,1,1,1,20758
PAISALO.NS,PAISALO DIGITAL LT,31.67045454545455,601.3,880,346,639.3347,689.178,611.8,611.8,598.05,604.9,26007
PCJEWELLER.NS,PC JEWELLER LIMITE,29.286798179059186,23.3,32.95,12.75,25.990278,26.741959,23,23.45,22.85,22.75,753106
PETRONET.NS,PETRONET LNG,21.99019429816597,214.8,275.35,207.25,221.12639,233.6916,215,216,213.6,214.25,962684
PFOCUS.NS,PRIME FOCUS,28.985507246376823,53.9,75.9,34.15,58.620834,59.93042,52.95,54,50.95,51.3,19137
PGHL.NS,PROCTER & GAMBLE HEALTH L,28.733333333333334,5345,7500,4652,5578.1016,6186.8604,5346.2,5373,5310.05,5347.95,2797
PILITA.NS,PIL ITALICA LIFEST,63.802083333333336,6.95,19.2,5.5,8.2277775,12.4,6.65,7.3,6.65,6.8,2379689
RAJMET.NS,Rajnandini Metal Limited,0,188,188,16.4,31.05,31.084267,185,188,185,184.45,5524
RAJVIR.NS,RAJVIR INDUSTRIES,24.285714285714285,7.95,10.5,7,7.75,8.832518,7.6,7.95,7.6,7.95,1545
RBLBANK.NS,RBL BANK LIMITED,35.80021873860737,176.1,274.3,156.1,203.00833,213.01364,178,179.25,175.2,177.7,3097004
RESPONIND.NS,RESPONSIVE INDUSTR,36.633663366336634,128,202,91,137.68472,159.14685,127,129.55,126,127.5,5949
RMCL.NS,RADHA MADHAV CORP,51.13636363636365,2.15,4.4,1.9,2.5333333,2.5437062,2.2,2.2,2.05,2.1,53465
ROLLT.NS,ROLLATAINERS LTD,43,2.85,5,1.95,3.0638888,3.103846,2.7,2.85,2.65,2.6,403931
ROML.NS,Raj Oil Mills Limited,58.2917522747285,71.05,170.35,3.75,80.609726,99.972374,69,73,65.95,66.75,9060
SANCO.NS,SANCO IND LIMITED,58.604651162790695,8.9,21.5,6.9,9.951389,10.513287,9.1,9.15,8.3,8.75,30005
SATIN.NS,SATIN CREDIT CARE,29.185119574844997,79.95,112.9,51.25,87.7625,87.828674,80.25,81,79.05,80.2,49423
SBICARD.NS,SBI CARDS & PAYMEN,8.95129442738043,1037.5,1139.5,753.05,993.6542,1001.8783,1032,1038.9,1019,1032.6,423051
SHIRPUR-G.NS,SHIRPUR GOLD REFIN,40.56603773584906,6.3,10.6,4.95,6.223611,6.4405594,5.7,6.3,5.7,5.7,158110
SHRENIK.NS,SHRENIK LTD,84.21052631578947,1.65,10.45,1.45,1.9694444,2.3034966,1.45,1.65,1.45,1.5,3017563
SILLYMONKS.NS,Silly Monks Entertain Ltd,35.77106518282989,20.2,31.45,18,21.555555,22.091957,20.3,20.3,19.7,19.55,1080
SIRCA.NS,Sirca Paint India Limited,13.932291666666666,330.5,384,220.1,334.07083,340.0423,329,333.4,324.9,324.95,28214
SORILINFRA.NS,SORIL INFRA RESOUR,49.088913282107576,115.95,227.75,54,136.38194,145.10175,113.95,118.15,112.45,112.4,34571
SRTRANSFIN.NS,SHRIRAM TRANSPORT,14.847389165770876,1307.05,1534.95,555.55,1378.093,1380.2126,1301.5,1319.5,1287.25,1295,675453
STAMPEDE.NS,STAMPEDE CAPITAL,18.75,0.65,0.8,0.4,0.71944445,0.75,0.75,0.75,0.65,0.65,977163
STAR.NS,STRIDES PHARMA SCI,32.932932932932935,670,999,551.1,765.24585,820.0696,677.35,683,665.25,677.15,413065
STINDIA.NS,STI INDIA,24.999999999999993,2.85,3.8,2.85,2.85,2.990909,2.85,2.85,2.85,2.85,125
SURYODAY.NS,Suryoday Small Fin Bk Ltd,37.01704066138013,186.65,296.35,182.45,210.01944,231.5692,183.45,188.7,183.45,183.3,63828
SUVENPHAR.NS,Suven Pharmaceuticals Ltd,8.635593220338992,539.05,590,291.6,495.03333,496.27414,537.7,552.1,530.2,535,200615
SUVIDHAA.NS,Suvidhaa Infoserve Ltd,80.12987012987013,22.95,115.5,19.3,25.26389,34.48073,21.3,23.2,19.3,21.3,199349
SYMPHONY.NS,SYMPHONY LTD,39.763212977498696,920.9,1528.8,820,1015.2278,1116.0934,935,935,915.05,918.85,25453
TATAMOTORS.NS,TATA MOTORS LTD.,16.382536382536387,301.65,360.75,120.15,311.61526,314.12552,297.3,303.8,297.3,295.45,16932705
TECHNOFAB.NS,TECHNOFAB ENGINEER,51.19047619047618,6.15,12.6,4.85,6.2291665,7.0003495,6.5,6.6,6.15,6.15,3509
TEXINFRA.NS,TEXMACO INFRA & HO,20.337922403003763,63.65,79.9,31.15,64.895836,68.29021,63.9,64.9,62.65,62.1,48189
TVSMOTOR.NS,TVS MOTOR CO,16.794294294294296,554.15,666,415.05,593.3611,599.04895,561,565.35,554,560.85,527145
TVVISION.NS,TV VISION LTD,17.460317460317455,2.6,3.15,1.15,2.098611,2.1227272,2.6,2.6,2.4,2.5,26615
UJJIVAN.NS,UJJIVAN FIN SERV,31.40376266280752,213.3,310.95,183.3,223.29723,223.33672,213,215.4,212.25,211.05,123848
UJJIVANSFB.NS,Ujjivan Small Financ Bank,41.591928251121075,26.05,44.6,25.1,29.591667,31.298601,25.75,26.3,25.6,25.55,2008482
UNICHEMLAB.NS,UNICHEM LABS,22.613333333333337,290.2,375,218.55,322.59027,323.58148,275.35,293,275.35,285.5,23810
UTTAMSTL.NS,UTTAM GALVA STEELS,55.76036866359447,4.8,10.85,3.7,4.938889,6.867832,4.6,4.8,4.45,4.6,292912
V2RETAIL.NS,V2 RETAIL LTD,23.91725921137685,117.7,154.7,44.5,123.71111,125.63426,117.95,118.8,115.05,115.85,8306
VAKRANGEE.NS,VAKRANGEE LTD,48.24624194702935,36.15,69.85,24.5,38.244446,48.843357,31.5,36.15,31.5,30.15,16632253
VARROC.NS,VARROC ENGINEERING,32.73317282529048,321.3,477.65,196.2,351.15973,382.36398,317.2,328.65,315.1,317.25,123608
VERTOZ.NS,Vertoz Advertising Ltd,58.61801242236025,133.25,322,116,158.12361,226.75314,131.25,137.25,131.25,131,80767
VIVIDHA.NS,VISAGAR POLYTEX,57.49999999999999,0.85,2,0.3,0.9236111,0.9255245,0.8,0.85,0.75,0.8,2226454
WANBURY.NS,WANBURY LTD,26.447368421052637,83.85,114,31.5,86.994446,89.46119,78.3,83.85,78.3,79.9,9258
WHIRLPOOL.NS,WHIRLPOOL OF INDIA,27.951202009329027,2008,2787,1980.1,2193.1348,2256.2385,2032.6,2054.85,1999.1,2028.95,438355
YAARII.NS,YAARII DIG INTEGR SER LTD,45.13491414554374,100.65,183.45,37.8,105.25,115.12867,95.85,100.65,95,95.9,25483
YESBANK.NS,YES BANK,42.409638554216876,11.95,20.75,11.9,13.094444,14.434615,12,12.15,11.9,11.95,53000316
ZICOM.NS,ZICOM ELECTRONIC S,53.6231884057971,1.6,3.45,1.15,1.4708333,1.6178322,1.6,1.6,1.6,1.6,21541
